date,camera,filename,minio_key,preset,status,started_at,caption_seconds,total_tokens,model,alert_category,full_caption
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T023000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T023000.jpg,crowd_behavior,done,2026-06-08T21:15:19.136942+00:00,0.881,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"[CROWD DENSITY & ZONES]
1. No pedestrians are visible, so crowd density cannot be estimated.
2. Not applicable as there are no pedestrians present.

[PEDESTRIAN ACTIVITY]
3. Zero pedestrians are visible.
4. Not applicable as there are no pedestrians present.

[RISK ASSESSMENT]
5. Not applicable as there are no pedestrians present.
6. LOW - No pedestrians are visible, so no risk can be assessed.
7. Not applicable as there are no pedestrians present.

[THREAT & SAFETY]
8. Not applicable as there are no pedestrians present.
9. Not applicable as there are no pedestrians present.
10. Not applicable as there are no pedestrians present.

[CRITICAL INCIDENTS]
11. Not applicable as there are no pedestrians present.
12. Not applicable as there are no pedestrians present.
13. Not applicable as there are no pedestrians present.
14. Not applicable as there are no pedestrians present."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T024500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T024500.jpg,crowd_behavior,done,2026-06-08T21:15:20.072807+00:00,0.887,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"[CROWD DENSITY & ZONES]
1. No pedestrians are visible in the image.
2. The area appears to be SPARSE with no people present.

[PEDESTRIAN ACTIVITY]
3. There are no pedestrians visible in the image.
4. Not applicable as there are no pedestrians visible.

[RISK ASSESSMENT]
5. Not applicable as there are no pedestrians visible.
6. Overall risk level: LOW — No pedestrians or objects of concern are visible.
7. Not applicable as there are no pedestrians visible.

[THREAT & SAFETY]
8. No threats are visible as there are no pedestrians or objects of concern.
9. No weapons or dangerous objects are visible.
10. No threats requiring immediate patrol response are visible.

[CRITICAL INCIDENTS]
11. No physical altercation is visible.
12. No medical emergency is visible.
13. No person is fallen or incapacitated.
14. No substance use or mental health crisis is visible."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T030000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T030000.jpg,crowd_behavior,done,2026-06-08T21:15:21.013917+00:00,0.83,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"[CROWD DENSITY & ZONES]
1. No pedestrians are visible, so density cannot be estimated.
2. Not applicable as there are no people present to classify zones.

[PEDESTRIAN ACTIVITY]
3. Zero pedestrians are visible; no flow can be determined.
4. Not applicable as there are no people present.

[RISK ASSESSMENT]
5. Not applicable as there are no people present.
6. Low risk due to absence of people and activity.
7. Not applicable as there are no people present.

[THREAT & SAFETY]
8. No threats are present as there are no people.
9. No weapons or dangerous objects are visible.
10. Not applicable as there are no people present.

[CRITICAL INCIDENTS]
11. Not applicable as there are no people present.
12. Not applicable as there are no people present.
13. Not applicable as there are no people present.
14. Not applicable as there are no people present."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T031500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T031500.jpg,crowd_behavior,done,2026-06-08T21:15:21.893849+00:00,0.947,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"[CROWD DENSITY & ZONES]
1. No pedestrians are visible, so crowd density cannot be estimated.
2. Not applicable as there are no people present to classify zones.

[PEDESTRIAN ACTIVITY]
3. Zero pedestrians are visible; therefore, no flow direction can be identified.
4. Not applicable due to absence of pedestrians.

[RISK ASSESSMENT]
5. No luggage or individuals are visible, making these factors irrelevant.
6. Low risk: No people are present to assess potential risks.
7. Not applicable due to absence of pedestrians.

[THREAT & SAFETY]
8. No threats are present since no people are visible.
9. No weapons or dangerous objects are visible.
10. Not applicable due to absence of people.

[CRITICAL INCIDENTS]
11. Not applicable due to absence of people.
12. Not applicable due to absence of people.
13. Not applicable due to absence of people.
14. Not applicable due to absence of people."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T033000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T033000.jpg,crowd_behavior,done,2026-06-08T21:15:22.895304+00:00,0.812,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"[CROWD DENSITY & ZONES]
1. No pedestrians are visible, so crowd density cannot be estimated.
2. Not applicable as there are no people present to classify zones.

[PEDESTRIAN ACTIVITY]
3. Zero pedestrians are visible.
4. Not applicable as there are no people present.

[RISK ASSESSMENT]
5. Not applicable as there are no people present.
6. Low risk due to absence of people and potential hazards.
7. Not applicable as there are no people present.

[THREAT & SAFETY]
8. No threat is visible.
9. No weapons or dangerous objects are visible.
10. Not applicable as there are no people present.

[CRITICAL INCIDENTS]
11. Not applicable as there are no people present.
12. Not applicable as there are no people present.
13. Not applicable as there are no people present.
14. Not applicable as there are no people present."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T034500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T034500.jpg,crowd_behavior,done,2026-06-08T21:15:23.761967+00:00,0.752,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"[CROWD DENSITY & ZONES]
1. No pedestrians are visible in the image.
2. Not applicable as there are no pedestrians present.

[PEDESTRIAN ACTIVITY]
3. Not applicable as there are no pedestrians present.
4. Not applicable as there are no pedestrians present.

[RISK ASSESSMENT]
5. Not applicable as there are no pedestrians present.
6. Not applicable as there are no pedestrians present.
7. Not applicable as there are no pedestrians present.

[THREAT & SAFETY]
8. Not applicable as there are no pedestrians present.
9. Not applicable as there are no pedestrians present.
10. Not applicable as there are no pedestrians present.

[CRITICAL INCIDENTS]
11. Not applicable as there are no pedestrians present.
12. Not applicable as there are no pedestrians present.
13. Not applicable as there are no pedestrians present.
14. Not applicable as there are no pedestrians present."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T040000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T040000.jpg,crowd_behavior,done,2026-06-08T21:15:24.561247+00:00,0.744,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"[CROWD DENSITY & ZONES]
1. No pedestrians are visible, so density cannot be estimated.
2. Not applicable as there are no pedestrians to classify.

[PEDESTRIAN ACTIVITY]
3. Zero pedestrians are visible.
4. Not applicable as there are no pedestrians to assess.

[RISK ASSESSMENT]
5. Not applicable as there are no pedestrians to assess.
6. Low risk due to absence of people.
7. Not applicable as there are no pedestrians to assess.

[THREAT & SAFETY]
8. No.
9. No.
10. No.

[CRITICAL INCIDENTS]
11. No.
12. No.
13. No.
14. No."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T041500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T041500.jpg,crowd_behavior,done,2026-06-08T21:15:25.359237+00:00,0.924,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"0.0
[CROWD DENSITY & ZONES]
1. No pedestrians or objects are visible in the scene, making it impossible to estimate crowd density.
2. The area appears to be SPARSE as no people or significant objects are present.

[PEDESTRIAN ACTIVITY]
3. There are no pedestrians visible in the scene.
4. Not applicable due to lack of visible individuals.

[RISK ASSESSMENT]
5. No unattended luggage, dense pockets, or distressed individuals are visible.
6. Overall risk level: LOW. No visible threats or hazards are present.
7. No unsafe crowd behaviors are observed.

[THREAT & SAFETY]
8. No imminent threat is visible.
9. No weapons or dangerous objects are present.
10. No threats requiring immediate response are observed.

[CRITICAL INCIDENTS]
11. No physical altercation is visible.
12. No medical emergency is evident.
13. No person is fallen or incapacitated.
14. No signs of substance use or mental health crisis are present."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T043000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T043000.jpg,crowd_behavior,done,2026-06-08T21:15:26.336738+00:00,0.842,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"1. No pedestrians are visible, so crowd density cannot be estimated.
2. Not applicable as there are no pedestrians to classify.
3. Zero pedestrians are visible; therefore, flow direction cannot be determined.
4. Not applicable due to absence of pedestrians.
5. No luggage or objects are visible for assessment.
6. LOW - No visible risks or hazards.
7. Not applicable due to absence of pedestrians.
8. Not applicable due to absence of pedestrians.
9. No weapons or dangerous objects are visible.
10. Not applicable due to absence of pedestrians.
11. Not applicable due to absence of pedestrians.
12. Not applicable due to absence of pedestrians.
13. Not applicable due to absence of pedestrians.
14. Not applicable due to absence of pedestrians.
15. Not applicable due to absence of pedestrians."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T044500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T044500.jpg,crowd_behavior,done,2026-06-08T21:15:27.234174+00:00,0.919,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"[CROWD DENSITY & ZONES]
1. No pedestrians are visible, so crowd density cannot be estimated.
2. Not applicable as there are no pedestrians present.

[PEDESTRIAN ACTIVITY]
3. No pedestrians are visible, so counts and flow direction cannot be determined.
4. Not applicable as there are no pedestrians present.

[RISK ASSESSMENT]
5. Not applicable as there are no pedestrians present.
6. LOW - No visible risks or hazards.
7. Not applicable as there are no pedestrians present.

[THREAT & SAFETY]
8. Not applicable as there are no pedestrians present.
9. Not applicable as there are no pedestrians present.
10. Not applicable as there are no pedestrians present.

[CRITICAL INCIDENTS]
11. Not applicable as there are no pedestrians present.
12. Not applicable as there are no pedestrians present.
13. Not applicable as there are no pedestrians present.
14. Not applicable as there are no pedestrians present."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T050000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T050000.jpg,crowd_behavior,done,2026-06-08T21:15:28.199721+00:00,0.464,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T051500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T051500.jpg,crowd_behavior,done,2026-06-08T21:15:28.715536+00:00,0.924,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"0.0 [CROWD DENSITY & ZONES]
1. No people are visible, so crowd density cannot be estimated.
2. Not applicable as there are no people present to classify zones.

[PEDESTRIAN ACTIVITY]
3. Zero pedestrians are visible, so flow direction cannot be determined.
4. Not applicable as there are no people present to assess.

[RISK ASSESSMENT]
5. Not applicable as there are no people present to assess.
6. LOW - No people are present, so no risk factors can be identified.
7. Not applicable as there are no people present to assess.

[THREAT & SAFETY]
8. Not applicable as there are no people present to assess.
9. Not applicable as there are no people present to assess.
10. Not applicable as there are no people present to assess.

[CRITICAL INCIDENTS]
11. Not applicable as there are no people present to assess.
12. Not applicable as there are no people present to assess.
13. Not applicable as there are no people present to assess.
14. Not applicable as there are no people present to assess."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T053000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T053000.jpg,crowd_behavior,done,2026-06-08T21:15:29.696467+00:00,0.943,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"0.0
[CROWD DENSITY & ZONES]
1. No pedestrians or objects are present in the scene.
2. The area appears to be SPARSE (<1/m²).

[PEDESTRIAN ACTIVITY]
3. There are no pedestrians visible in the scene.
4. Not applicable as there are no individuals present.

[RISK ASSESSMENT]
5. Not applicable as there are no individuals or objects present.
6. Overall risk level: LOW — no people or objects present to pose a risk.
7. Not applicable as there are no individuals present.

[THREAT & SAFETY]
8. No threats are present as there are no people or objects in the scene.
9. No weapons or dangerous objects are visible.
10. No threats requiring immediate patrol response are present.

[CRITICAL INCIDENTS]
11. No physical altercation is visible.
12. No medical emergency is present.
13. No person is fallen or incapacitated.
14. No substance use, overdose, or mental health crisis is visible."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T054500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T054500.jpg,crowd_behavior,done,2026-06-08T21:15:30.691159+00:00,0.853,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"[CROWD DENSITY & ZONES]
1. No people are visible in the image.
2. Not applicable as there are no people present.

[PEDESTRIAN ACTIVITY]
3. Zero pedestrians are visible.
4. Not applicable as there are no people present.

[RISK ASSESSMENT]
5. Not applicable as there are no people present.
6. Low risk due to absence of people and potential hazards.
7. Not applicable as there are no people present.

[THREAT & SAFETY]
8. No threats are present as there are no people.
9. No weapons or dangerous objects are visible.
10. No threats requiring immediate response.

[CRITICAL INCIDENTS]
11. No physical altercation is visible.
12. No medical emergency is present.
13. No person is fallen or incapacitated.
14. No substance use or mental health crisis is evident."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T060000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T060000.jpg,crowd_behavior,done,2026-06-08T21:15:31.594781+00:00,0.912,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"0.0
[CROWD DENSITY & ZONES]
1. No pedestrians or objects are present in the scene.
2. The area appears to be SPARSE (<1/m²).

[PEDESTRIAN ACTIVITY]
3. There are no pedestrians visible in the scene.
4. Not applicable as there are no pedestrians present.

[RISK ASSESSMENT]
5. Not applicable as there are no pedestrians present.
6. Overall risk level: LOW — no pedestrians or objects present.
7. Not applicable as there are no pedestrians present.

[THREAT & SAFETY]
8. No imminent threat as there are no pedestrians present.
9. No weapons or dangerous objects visible.
10. No threats requiring immediate patrol response.

[CRITICAL INCIDENTS]
11. No physical altercation visible.
12. No medical emergency without assistance.
13. No person fallen or incapacitated on the ground.
14. No evidence of substance use, overdose, or mental health crisis."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T061500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T061500.jpg,crowd_behavior,done,2026-06-08T21:15:32.561950+00:00,0.49,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T063000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T063000.jpg,crowd_behavior,done,2026-06-08T21:15:33.106786+00:00,1.016,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"[CROWD DENSITY & ZONES]
1. No pedestrians or objects are visible, so density cannot be estimated.
2. Not applicable as there are no people present to classify zones.

[PEDESTRIAN ACTIVITY]
3. No pedestrians are visible, so counting or identifying flow direction is not possible.
4. Not applicable as there are no individuals present to assess.

[RISK ASSESSMENT]
5. Not applicable as there are no objects or individuals present to assess.
6. LOW - No people or objects are present, so no risk factors can be identified.
7. Not applicable as there are no people present to assess behaviors.

[THREAT & SAFETY]
8. Not applicable as there are no people present to assess threats.
9. Not applicable as there are no objects present to assess.
10. Not applicable as there are no threats present to assess.

[CRITICAL INCIDENTS]
11. Not applicable as there are no people present to assess.
12. Not applicable as there are no people present to assess.
13. Not applicable as there are no people present to assess.
14. Not applicable as there are no people present to assess."
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T064500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T064500.jpg,crowd_behavior,done,2026-06-08T21:15:34.182939+00:00,1.038,0,nvidia/cosmos-reason2-8b,Crowd Behavior,"[CROWD DENSITY & ZONES]
1. No people are visible in the image, so crowd density cannot be estimated.
2. The area appears to be SPARSE (<1/m²) as no people are present.

[PEDESTRIAN ACTIVITY]
3. No pedestrians are visible in the image.
4. Not applicable as there are no individuals present.

[RISK ASSESSMENT]
5. No unattended luggage, dense pockets, or distressed individuals are visible.
6. Overall risk level: LOW — no people or activities are present to pose a risk.
7. Not applicable as there are no people or behaviors to assess.

[THREAT & SAFETY]
8. No imminent threat is present as there are no people or activities to assess.
9. No weapons or dangerous objects are visible.
10. No threats requiring immediate patrol response are present.

[CRITICAL INCIDENTS]
11. No physical altercation is visible as there are no people present.
12. No medical emergency is visible as there are no people present.
13. No person is fallen or incapacitated on the ground as there are no people present.
14. No substance use, overdose, or mental health crisis is visible as there are no people present."
