date,camera,filename,minio_key,preset,status,started_at,caption_seconds,total_tokens,model,alert_category,full_caption
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T040000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T040000.jpg,vehicle_prompts,done,2026-06-08T21:16:43.754592+00:00,0.43,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T041500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T041500.jpg,vehicle_prompts,done,2026-06-08T21:16:44.237509+00:00,0.439,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T043000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T043000.jpg,vehicle_prompts,done,2026-06-08T21:16:44.732301+00:00,0.438,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T044500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T044500.jpg,vehicle_prompts,done,2026-06-08T21:16:45.229709+00:00,0.437,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T050000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T050000.jpg,vehicle_prompts,done,2026-06-08T21:16:45.731217+00:00,0.647,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 

[GENERAL VEHICLE SAFETY]
1. Not visible
2. Not visible

[COLLISIONS & NEAR MISSES]
3. Not visible
4. Not visible

[PARKING & ACCESS VIOLATIONS]
5. Not visible
6. Not visible

[SUSPICIOUS VEHICLE BEHAVIOR]
7. Not visible
8. Not visible

[VEHICLE IDENTIFICATION]
9. Not visible
10. Not visible
11. Not visible

[PEDESTRIAN & CHILD SAFETY]
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T051500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T051500.jpg,vehicle_prompts,done,2026-06-08T21:16:46.429488+00:00,0.647,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 

[GENERAL VEHICLE SAFETY]
1. Not visible
2. Not visible

[COLLISIONS & NEAR MISSES]
3. Not visible
4. Not visible

[PARKING & ACCESS VIOLATIONS]
5. Not visible
6. Not visible

[SUSPICIOUS VEHICLE BEHAVIOR]
7. Not visible
8. Not visible

[VEHICLE IDENTIFICATION]
9. Not visible
10. Not visible
11. Not visible

[PEDESTRIAN & CHILD SAFETY]
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T053000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T053000.jpg,vehicle_prompts,done,2026-06-08T21:16:47.125630+00:00,0.469,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T054500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T054500.jpg,vehicle_prompts,done,2026-06-08T21:16:47.643563+00:00,0.293,0,nvidia/cosmos-reason2-8b,Vehicle Safety,0.0 1-2
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T060000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T060000.jpg,vehicle_prompts,done,2026-06-08T21:16:47.990925+00:00,0.651,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 

[GENERAL VEHICLE SAFETY]
1. Not visible
2. Not visible

[COLLISIONS & NEAR MISSES]
3. Not visible
4. Not visible

[PARKING & ACCESS VIOLATIONS]
5. Not visible
6. Not visible

[SUSPICIOUS VEHICLE BEHAVIOR]
7. Not visible
8. Not visible

[VEHICLE IDENTIFICATION]
9. Not visible
10. Not visible
11. Not visible

[PEDESTRIAN & CHILD SAFETY]
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T061500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T061500.jpg,vehicle_prompts,done,2026-06-08T21:16:48.704409+00:00,0.43,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T063000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T063000.jpg,vehicle_prompts,done,2026-06-08T21:16:49.192733+00:00,0.66,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 

[GENERAL VEHICLE SAFETY]
1. Not visible
2. Not visible

[COLLISIONS & NEAR MISSES]
3. Not visible
4. Not visible

[PARKING & ACCESS VIOLATIONS]
5. Not visible
6. Not visible

[SUSPICIOUS VEHICLE BEHAVIOR]
7. Not visible
8. Not visible

[VEHICLE IDENTIFICATION]
9. Not visible
10. Not visible
11. Not visible

[PEDESTRIAN & CHILD SAFETY]
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T064500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T064500.jpg,vehicle_prompts,done,2026-06-08T21:16:49.906671+00:00,0.447,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T070000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T070000.jpg,vehicle_prompts,done,2026-06-08T21:16:50.409767+00:00,0.275,0,nvidia/cosmos-reason2-8b,Vehicle Safety,0.0 Not visible
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T071500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T071500.jpg,vehicle_prompts,done,2026-06-08T21:16:50.733170+00:00,0.266,0,nvidia/cosmos-reason2-8b,Vehicle Safety,0.0
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T073000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T073000.jpg,vehicle_prompts,done,2026-06-08T21:16:51.051802+00:00,0.45,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T074500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T074500.jpg,vehicle_prompts,done,2026-06-08T21:16:51.561164+00:00,0.443,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T080000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T080000.jpg,vehicle_prompts,done,2026-06-08T21:16:52.058269+00:00,1.269,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 

[GENERAL VEHICLE SAFETY]
1. Not visible
2. Not visible

[COLLISIONS & NEAR MISSES]
3. Not visible
4. Not visible

[PARKING & ACCESS VIOLATIONS]
5. Not visible
6. Not visible

[SUSPICIOUS VEHICLE BEHAVIOR]
7. Not visible
8. Not visible

[VEHICLE IDENTIFICATION]
9. Not visible
10. Not visible
11. Not visible

[PEDESTRIAN & CHILD SAFETY]
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T081500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T081500.jpg,vehicle_prompts,done,2026-06-08T21:16:53.380114+00:00,0.438,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T083000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T083000.jpg,vehicle_prompts,done,2026-06-08T21:16:53.872089+00:00,0.434,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T084500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T084500.jpg,vehicle_prompts,done,2026-06-08T21:16:54.365862+00:00,0.655,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 

[GENERAL VEHICLE SAFETY]
1. Not visible
2. Not visible

[COLLISIONS & NEAR MISSES]
3. Not visible
4. Not visible

[PARKING & ACCESS VIOLATIONS]
5. Not visible
6. Not visible

[SUSPICIOUS VEHICLE BEHAVIOR]
7. Not visible
8. Not visible

[VEHICLE IDENTIFICATION]
9. Not visible
10. Not visible
11. Not visible

[PEDESTRIAN & CHILD SAFETY]
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T090000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T090000.jpg,vehicle_prompts,done,2026-06-08T21:16:55.073762+00:00,0.647,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
[GENERAL VEHICLE SAFETY]
1. Not visible
2. Not visible

[COLLISIONS & NEAR MISSES]
3. Not visible
4. Not visible

[PARKING & ACCESS VIOLATIONS]
5. Not visible
6. Not visible

[SUSPICIOUS VEHICLE BEHAVIOR]
7. Not visible
8. Not visible

[VEHICLE IDENTIFICATION]
9. Not visible
10. Not visible
11. Not visible

[PEDESTRIAN & CHILD SAFETY]
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T091500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T091500.jpg,vehicle_prompts,done,2026-06-08T21:16:55.776406+00:00,0.446,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T093000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T093000.jpg,vehicle_prompts,done,2026-06-08T21:16:56.275574+00:00,0.456,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T094500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T094500.jpg,vehicle_prompts,done,2026-06-08T21:16:56.787652+00:00,0.433,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T100000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T100000.jpg,vehicle_prompts,done,2026-06-08T21:16:57.272468+00:00,0.65,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 

[GENERAL VEHICLE SAFETY]
1. Not visible
2. Not visible

[COLLISIONS & NEAR MISSES]
3. Not visible
4. Not visible

[PARKING & ACCESS VIOLATIONS]
5. Not visible
6. Not visible

[SUSPICIOUS VEHICLE BEHAVIOR]
7. Not visible
8. Not visible

[VEHICLE IDENTIFICATION]
9. Not visible
10. Not visible
11. Not visible

[PEDESTRIAN & CHILD SAFETY]
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T101500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T101500.jpg,vehicle_prompts,done,2026-06-08T21:16:57.976127+00:00,0.643,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
[GENERAL VEHICLE SAFETY]
1. Not visible
2. Not visible

[COLLISIONS & NEAR MISSES]
3. Not visible
4. Not visible

[PARKING & ACCESS VIOLATIONS]
5. Not visible
6. Not visible

[SUSPICIOUS VEHICLE BEHAVIOR]
7. Not visible
8. Not visible

[VEHICLE IDENTIFICATION]
9. Not visible
10. Not visible
11. Not visible

[PEDESTRIAN & CHILD SAFETY]
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T103000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T103000.jpg,vehicle_prompts,done,2026-06-08T21:16:58.679519+00:00,0.448,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 
1. Not visible
2. Not visible
3. Not visible
4. Not visible
5. Not visible
6. Not visible
7. Not visible
8. Not visible
9. Not visible
10. Not visible
11. Not visible
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T104500.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T104500.jpg,vehicle_prompts,done,2026-06-08T21:16:59.186971+00:00,0.655,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 

[GENERAL VEHICLE SAFETY]
1. Not visible
2. Not visible

[COLLISIONS & NEAR MISSES]
3. Not visible
4. Not visible

[PARKING & ACCESS VIOLATIONS]
5. Not visible
6. Not visible

[SUSPICIOUS VEHICLE BEHAVIOR]
7. Not visible
8. Not visible

[VEHICLE IDENTIFICATION]
9. Not visible
10. Not visible
11. Not visible

[PEDESTRIAN & CHILD SAFETY]
12. Not visible
13. Not visible
14. Not visible"
vlm_runs/2026-06-05,AP_Gate_7_Camera_3,AP_Gate_7_Camera_3_20260605T110000.jpg,vlm_runs/2026-06-05/AP_Gate_7_Camera_3/AP_Gate_7_Camera_3_20260605T110000.jpg,vehicle_prompts,done,2026-06-08T21:16:59.896477+00:00,0.654,0,nvidia/cosmos-reason2-8b,Vehicle Safety,"<0.0> 

[GENERAL VEHICLE SAFETY]
1. Not visible
2. Not visible

[COLLISIONS & NEAR MISSES]
3. Not visible
4. Not visible

[PARKING & ACCESS VIOLATIONS]
5. Not visible
6. Not visible

[SUSPICIOUS VEHICLE BEHAVIOR]
7. Not visible
8. Not visible

[VEHICLE IDENTIFICATION]
9. Not visible
10. Not visible
11. Not visible

[PEDESTRIAN & CHILD SAFETY]
12. Not visible
13. Not visible
14. Not visible"
